#SEED: 0.22926482488401234
SAT0,-74.15075214204225,105.96570869981161,306.4740995165084
SAT1,-23.1500249772229,-11.90949088104395,394.26481241839906
SAT2,-44.102152139960474,161.80899250370106,511.7240536301888
SAT3,28.009235246518045,-155.36823803411497,512.3892483774696
SAT4,-23.035191702473554,23.609022582009374,319.2173751286674
SAT5,63.473644924867415,7.512025442101304,615.5266121831928
SAT6,19.032095132072143,-5.3451426735931875,385.21805344314805
SAT7,-73.66805871537147,-134.80068344941395,412.28274553368635
SAT8,7.289949747310629,-168.92721408653597,429.52758451184906
SAT9,-12.501339851089568,71.00526473600573,385.4914534432738
SAT10,29.93021922607285,82.76855650644677,509.107625587038
SAT11,81.5398347385229,-37.354714296211796,594.2250976852628
SAT12,10.551088039781277,30.101671214043904,400.8709352400645
SAT13,44.850219247843825,-39.281601098754464,460.74580191086955
SAT14,-19.90656769932086,163.86737973586287,489.7113693963424
SAT15,-22.536495758729345,158.41311778389314,443.86944619258145
SAT16,60.29083276737765,7.053699345370404,342.5854253174539
SAT17,-34.63689373401761,-107.79276198131208,655.5636426316128
SAT18,56.40891448614934,-127.08415629369713,419.80924442419825
SAT19,43.177882612665485,-62.656742822640325,437.26007127501725
ROUTE,-72.75068744578762,-85.4770387438443,43.13561928705198,-64.18498812970167
